,Summary,Text
68,"A support of 122 MLAs is needed to form the government in the 243-seat Bihar Assembly. Nitish Kumar, who will face the floor test on Friday, has the backing of JD(U)'s 71 MLAs, BJP's 53 MLAs, and other NDA partners' 5 MLAs. Apart from that, two independent MLAs have extended support to the new alliance, taking the total to 131.","Within 18 hours of resigning as Bihar chief minister, Nitish Kumar took oath on Thursday as the head of the government for the sixth time with the BJP?s Sushil Kumar Modi as his deputy.He will seek a trust vote on Friday after re-forging a partnership with the BJP, four years after he walked out of the NDA.His surprise resignation sank the three-party ?grand alliance? of his Janata Dal (United), Lalu Prasad?s Rashtriya Janata Dal and Congress that defeated the BJP in the 2015 state elections.Kumar?s switch upset several leaders of the JD(U) as well, including parliamentarians and local unit heads. Sharad Yadav, who led the party before Kumar, is also said to be displeased with the chief minister?s ?unilateral decisions?. RJD chief Prasad accused Kumar of cheating the people of Bihar and said in Ranchi he could challenge in the Supreme Court the governor?s action of disallowing his party, the single largest with 80 legislators, to stake claim to form a new government.Numbers seems to favour Kumar. The JD(U) has 71 MLAs, the BJP 53, other NDA partners five. Besides, two of the four independents have backed the NDA, making a bloc of 131, which is nine more than the majority mark in the 243-member assembly.The RJD-led grouping has 107 members, including the Congress?s 27. Two independents and three CPI-ML members are unattached.Law experts believe a legal fight against Kumar may fall flat as the Goa and Manipur instances proved this year. The Congress won more seats in both states in the 2017 state elections, but the BJP tied together bigger combinations. The top court dismissed the Congress?s challenge.They said Bihar governor KN Tripathi?s action was not illegal.?After a crisis the concept of who has the larger and a stable combination comes. So the governor has the discretion to call a combination or party who will enjoy majority on the floor of the House,? senior advocate Rajeev Dhawan said.Governor Tripathi, who was admitted to hospital on Wednesday when the political drama played out in Patna, returned to Raj Bhavan and administered the oath to Kumar at 10am.The cabinet would be expanded after Friday?s vote, sources said.Sources said the JD(U) could get a ministerial position in the Narendra Modi government during a reshuffle planned after Parliament?s monsoon session. The move would make the ?alliance? complete at the Centre and the state, and check rumblings within the party. JD(U) leaders, including Rajya Sabha members Ali Anwar and Veerendra Kumar, attempted to persuade Sharad Yadav on Thursday to take the lead to oppose Kumar for allegedly not taking the party into confidence.Veerendra Kumar said: ?He (Sharad Yadav) told me there is no question of accepting the current stand of Nitish Kumar.?Congress vice president Rahul Gandhi also criticised Kumar for dumping the grand alliance and joining the BJP.?The mandate was against the communal stand of the BJP but Nitish has chosen to embrace them. We were aware of what was going on for three-four months. This is the problem with Indian politics. For the sake of power and personal gains, they compromise with anything.?BSP chief Mayawati accused Kumar of betraying the people of Bihar. ?Democracy will be weakened. This is another example of hunger for power.?For his part, Kumar thanked Prime Minister Modi for his congratulatory message after being sworn-in. He said his administration would not compromise on corruption and was hopeful that Bihar?s development agenda would gather momentum with the Centre?s support.Kumar?s decision to quit came hours after the RJD chief ruled out the resignation of his son and deputy chief minister Tejashwi, who is facing an investigation over an alleged land-for-hotels scandal.Speaker Vijay Kumar Choudhary told reporters that in view of the trust vote, a day-long special sitting of the assembly has been convened on Friday.The BJP sent party secretary Anil Jain and health minister JP Nadda to the swearing-in.Nadda said: ?Kumar?s step is courageous and will send a positive message against corruption ... We will contribute to the state?s development with him.?The Kumar-Modi reunion makes the BJP-led NDA?s bid to retain power in the 2019 general election stronger. The BJP and its allies rule 12 states that send 20 or more MPs to the Lok Sabha.The opposition?s attempts at forging a united front against the NDA took a hard hit after the exit of Kumar, identified with good governance and probity.?Who will be key faces in any such opposition front in 2019? Akhilesh Yadav, Mayawati, Mamata Banerjee, Lalu Prasad? None of them can corner us on the issue of corruption or good governance. Nitish was a different matter,? a BJP leader said.(with agency inputs)"
69,"While addressing a rally in Uttarakhand, PM Narendra Modi highlighted the corruptness of Congress and said that it turned the state from a ""Devbhoomi"" to a ""loot-bhoomi"". The appointed people lost no opportunity to make personal gains and were caught on camera, he added. Modi was referring to a sting operation, which showed CM Harish Rawat offering bribes to MLAs.","With two days to go before the poll campaign ends in Uttarakhand, electioneering is reaching its zenith today. Prime Minister Narendra Modi and Congress vice-president Rahul Gandhi are in Uttarakhand to seek votes for their respective parties.Prime Minister Modi is holding two election rallies in Uttarakhand- at Srinagar and Pithoragarh-in the last leg of the election campaign.At his rally in Srinagar, the Prime Minister launched a sharp attack on the Harish Rawat-led government, and promised to take the state to newer heights over the next five years.Confident of a BJP victory in the state, the Prime Minister said the current government will be relegated to the past on March 12--a day after the Assembly election results in the five states will be announced.ÃÂÃÂ  The election in Uttarakhand will be held in a single phase on February 17. HERE ARE THE LIVE UPDATES FROM MODI's SPEECHES: We have increased funds being allotted to the armed personnel. This has benefited them & their families immensely: PM in Pithoragarh pic.twitter.com/DCMtq1gfee"
70,"Maharashtra's Barvi dam, which provides water to most cities in Thane district, has been filled up to 99% of its total capacity due to heavy rainfall. Officials said that water stock from the dam will ensure that only nominal water cuts happen next year. Notably, the height of the dam was increased in 2016 to accommodate more water stock. ","With the suburbs receiving sufficient rainfall over the past few days, the residents? water worries are likely to be taken care of.Thane residents will be saved from intense water cuts next summer, as ÃÂ BarviÃÂ dam that provides water to most cities in the district has now filled up to 99% of its total capacity ? 230.32ÃÂ million cubic meters . The height of theÃÂ damÃÂ was increased by the irrigation department last year, owing to which the water stock is much more now.Last week, the dams providing water to Mumbai had overflown but the ones in Thane district were yet to reach their capacity. TheÃÂ BarviÃÂ and AndraÃÂ damsÃÂ are the two major sources of water supply in Thane district. Andra  filled upto 63.64%. The irrigation department said that the water level at Barvi was the highest till the month of July in the past five years.An officer said, ?TheÃÂ BarviÃÂ damÃÂ usually fills by the end of October, however, last year it filled by the end of August. This year, theÃÂ damÃÂ is almost full in July and we still have over 45 days of monsoon left. Water is now flowing from the spillway. The water stock will ensure that only nominal water cuts of 5 to 10% will be imposed in the summer, which will not hurt residents.?The water stock inÃÂ BarviÃÂ damÃÂ was only 115.04 mcm. The average water stock in Barvi for the last five years is 85.19 mcm, which is much lower than the stock this year. The catchment area has received 1,638mm rainfall. Water fromÃÂ Barvi damÃÂ flows in the Ulhas River, from where it is supplied to Thane, Kalyan-Dombivli, Ulhasnagar, Mira Bhayander, Bhiwandi and Navi Mumbai."
71,"The completion of the Delhi-Meerut expressway has been further postponed to March 2018, an official has said. The official added that 15% of the construction work in segment one has been finished but the bidding process for the second construction package has not been completed yet. The Delhi-Meerut Expressway will reduce travel time from two hours to around 45 minutes. ","With the slow progress of Delhi-Meerut expressway construction, the completion date of Prime Minister Narendra Modi's prestigious project has been further pushed back to March, 2018.National Highway Authority of India (NHAI) has divided the 90 km stretch starting from Nizamuddin bridge in the outer ring road in New Delhi to Meerut bypass into three zones. With just one year left for completing the project, the highway authority is not yet done with the bidding process for the second construction package covering 30 km.According to a top official in NHAI, there are four bidders for the construction the expressway but the final allotment for the construction is not decided yet.The delay in completion of the bidding process for the package II led to delay in construction. The official however, said that the construction of package I and two has been initiated.""We have completed 15% of the construction work in segment one starting from Nizamuddin bridge along the NH 24 towards Dasna in Ghaziabad and preliminary construction of the package III started recently,"" the official said.The project is also aimed at expediting the improvement of infrastructure in Uttar Pradesh and in reducing the time and cost of travel, particularly for heavy traffic, plying between 'Delhi-Meerut' Uttar Pradesh Border to Dasna section on National Highway-24.The Delhi-Meerut Expressway would be an access controlled highway and 31 traffic signals have been removed from the stretch. At present, commuters spend a minimum of two hours on road With the completion of this expressway, commuters will be able to reach their destination within 45 minutes to one hour of time."
72,"Actor Prabhas, known for his role in 'Baahubali' film franchise, has said that he's open to doing a Bollywood film. He added, ""I am open to Bollywood if I am offered a project that I can resonate with."" Speaking about his character in 'Baahubali', Prabhas said that he doesn't relate to it as the character kills a lot of people.","With the release of Baahubali 2: The Conclusion a week away, Prabhas, 37, talks about the making of the Baahubali phenomenon, what his superhero status means to him and life after Baahubali exclusively to India Today.What was it like to play two different characters - Mahendra Baahubali and Amarendra Baahubali - both iconic and superheroes but with distinctly different personalities?When you look at the characters of Amarendra Baahubali and his son Mahendra Baahubali or Shiva, the biggest differentiator was their backgrounds. Amarendra grew up as a prince and Mahendra Baahubali grew up amidst a tribe as Shiva.He is destined for greatness, he's as strong as his father and as able a fighter too but doesn't know where he needs to go or what he needs to do. He doesn't know that his mother and his kingdom are waiting for him. He is actually pursuing a girl who he is mesmerised with but stumbles upon a greater purpose in the process. He is a passionate and rugged sort of a guy who can be rather blunt sometimes but that's just how he is designed. He's not rude or crude, just a bit different.Amarendra, on the other hand, was meant to be the king of the biggest kingdom ever - Mahishmati. He is more self-aware and has also grown up knowing his life purpose all along. Ultimately, they are both for the people. Keeping these distinctions clear and imbibing their individuality helped me understand these characters better.Was it a risk to dedicate four and a half years to this project?It is an extraordinary script and as a principal actor I had to do justice to it. I knew that an epic film of this proportion would take this much time to be made. More than physical strength or action-training, a certain mental strength was needed to give unfocused time to a great director (S S Rajamouli). Luckily, I know him for 12 years and know his passion for his work. It wasn't easy, but it had to be done. Every three or four months, Rajamouli used to show us the completed visuals or share an improvisation in the script. It was intriguing and insightful and kept us enthused all through.Would you say that your performance is better in part two?Yes. Part one focused more on introducing the characters, while part two is the resolution and offered greater scope for performance as well.Do you relate to the characters you played in Baahubali?I don't personally relate to any character. It is a film after all. My character kills a lot of people in the film, that doesn't mean that I will get inspired by him and start killing people. It's all about how hard I can work to step into the character. From my point of view, it's only about how best I can play that character.What would you do to get into the Baahubali mindset before getting on to the sets?Once I'm told about the character, I can't stop thinking about it. Baahubali has strong arms and unbending courage; he is detached from luxury and is beyond political power. A balanced compassionate person, he doesn't react much or show too much emotion. All the intensity in him reflects in his eyes. That is what I would try to bring into my own eyes before getting on to the set. What was your biggest challenge with Baahubali?More than a challenge, it was an endeavour to make Rajamouli happy. He is the most mad and passionate man I know. I just went into this project with the attitude that I would do my best; even if part one didn't work, I would still do part two with the same dedication. What we believe in, we must do 100 per cent. It can't be a case of 50, 40, 30 or even 99 per cent. Any special moments you often recall from the shooting days?There are so many, I can't pick one. I was awestruck when I saw the waterfall for the first time. I feel quite nostalgic about that.You continued with your archery training even after the shoot was over?Yes, I enjoyed learning archery and whenever I can, I still practice. I'm fascinated by it.On the intriguing question of why did Katappa kill Baahubali?We never imagined that it would turn into a legendary question. Even Rajamouli didn't think that it would. People across the nation speculating on theories and the jokes doing the rounds on social media were most amusing. It was the love of the audience in their own way, I would say.Back in real life, do you sometimes approach a problem or situation asking yourself how Baahubali would have approached the same situation?I never thought of it, but if Baahubali were to approach a situation or problem, he would just smile it off. (Smiles)Who were your childhood superheroes?Superman, Spider-Man, Batman, the usual. I never thought that one day I will be a superhero, be part of a franchise and appear in comics. Not even in my wildest dreams I thought I would be part of a cult film and be remembered. I always dreamed big as an actor but the way things turned out, I never imagined it would be this big.There are perhaps children who look up to you today as a superhero just as you did while you were young.Well, I feel lucky for that. It wasn't just Baahubali, but Bhallaladeva, Sivagami, Kattappa, all have become iconic characters and will be remembered.What are your aspirations for the future?I don't know. I will try to do something better with my performance. It can't get better than Baahubali as a film; that was something magical and once in a lifetime. I'm open to Bollywood if I'm offered a project that I can resonate with.Most often you keep a low profile, and are seen as shy and reclusive. What do you have to say?I come from a large family of several cousins on both sides. When all of us get together, the noise and drama are nothing short of a marriage function. Perhaps I was always so content and comfortable with my extended family that I didn't quite go out and make too many friends. I didn't grow up into too much of an outgoing person. Some people from big families turn out like that, I guess."
73,"Delhi government has told power distribution companies to inform people of unscheduled power cuts via SMS, besides increasing the number of call centre attendants for complaints. Deputy CM Manish Sisodia added that information about scheduled power cuts should be given on distributers' websites. The government is also planning to ask distributors to compensate people for outages over two hours.","With the mercury hitting the roof and the power demand soaring in Delhi, Chief Minister Arvind Kejriwal met the chief secretary and directed him to ask discoms to inform Delhiites about unscheduled power cuts through SMS.Arvind Kejriwal also wants the discoms to increase the staff at call centres handling public complaints and list scheduled power cuts on their websites.Discoms have also been directed to put up hoarding across the city displaying their complaint numbers for the benefit of power consumers.Discoms have been asked to mend the faults in the supply line if there is any and ensure a continuous supply. MORE HELP AT HANDAddressing a press conference, Delhi Deputy Chief Minister Manish Sisodia announced a series of steps the discoms have been asked to take which would give relief to Delhiites.""Chief Minister Arvind Kejriwal, after analysing the power demand situation of past few days, has given directions to his chief secretary to ask all three discoms to increase the number of seats in their call centres,"" Manish Sisodia said.Among other steps, the power department has been asked to record, transcribe and analyse each complaint call for public satisfaction. Kejriwal has also asked for a daily report on unscheduled power cuts for the previous day.COMPENSATE CONSUMERSIn a significant measure, Manish Sisodia also talked of reviving an aborted clause in the Delhi Electricity Act which required discoms to pay compensation to the consumers for power-cuts exceeding two hours.""The court had shot it down earlier, saying that we did not have approval of the Lt. Governor... I am meeting him (LG) tomorrow (Wednesday) and would talk to him about bringing it in practice,"" Sisodia said.With the capacity of producing 8,000 MW, Delhi has no shortage of power, Manish Sisodia assured, and said the national capital is only second to Mumbai in terms of sustained supply of electricity. (with inputs from IANS)ALSO READ:Heat wave kills 10 in Uttar Pradesh; simmering Delhi looks forward to rain, thunderstorm: 10 facts"
74,"A photojournalist from Delhi has shared a picture showing a Hindu and a Muslim praying at Delhi's Hazrat Nizamuddin Auliya Dargah. He posted the picture in a tweet, with the caption ""A Hindu Posture of Praying, right, and a Muslim Posture of Praying, left... at the Sufi Shrine of Hazrat Nizamuddin Auliya in Delhi"".","With the explosion of digital era and social media platforms came along a lot of opinions filled with hatred, meant to spread more hatred. Something as harmless as an ""Eid Mubarak"" can trigger unwarranted negative reactions directed towards you on social media platforms.ÃÂ This stems from the fact that there is a rising tendency, at least on social media, to filter people based on their religion and caste. For instance,ÃÂ  The fellow, who goes by the name ""Jai Shri Ram"" on Twitter, cannot fathom how a Hindu can wish people on Eid. This may make you question your belief in the secular fabric of India, but responses to such narrow mindedness will reinstate your faith in it. India is a secular democratic. A photo taken at Delhi's Nazrat Nizamuddin Auliya Dargah, dargah of world famous Sufi saint Hazrat Khwaja Syed Nizamuddin Aulia, is another example that will prove that no amount of hatred peddled through social media platforms and instant messaging applications like WhatsApp can destroy the secularism in India, within Indians.ÃÂ The photo tweeted by Mayank Austen Soofi, a Delhi-based writer and photojournalist, captured a scene inside the Nizamuddin Dargah -- a Muslim and Hindu praying at the shrine in their respective postures of praying. The tweet said, ""A Hindu Posture of Praying, right, and a Muslim Posture of Praying, left...at the Sufi Shrine of Hazrat Nizamuddin Auliya in Delhi"".ÃÂ "
75,"Following the demise of AIADMK supremo J Jayalalithaa, senior leaders of the party have pleaded the late CM's close aide Sasikala Natarajan to take up the vacant General Secretary post. Adding that 'Chinnamma' Sasikala had worked as Amma's conscience, AIADMK's spokesperson C Ponnaiyan said, ""It is the desire of entire party that Chinnamma should become General Secretary.""","With the demise of AIADMK's 'permanent' general secretary J Jayalalithaa, the future of the MGR found 'Anaithindhiya Anna Dravida Munnetra Kazagam' became a question mark.The party's stalwart leaders and the 1.5 crore cadres were made to believe the Jayalalithaa was their only leader and immortalized her. Moreover, the cadres also believed that their 'Amma' can never die or be replaced.But her prolonged stay at the hospital and her death has shocked the party wherein many have cried foul about the secrecy surrounding Jayalalithaa's death.Also read: Jayalalithaa's roller-coaster relationship with two SasikalasAIADMK's expelled Rajya Sabha MP Sasikala Pushpa was the first to allege a conspiracy. Later Kollywood actor Gowthami wrote a letter to Prime Minister Narendra Modi seeking answers on what happened to the state's beloved CM and what sort of treatments were given to her.For 76 days, Apollo became a fortress and not a wind of news could leak from the premises without being edited.With the cries for investigation getting louder, the ministers of AIADMK reached for the next best thing they could think of after Jayalalithaa.A day after burying Jayalalithaa, Chief Minister O Panneerselvam alone with PWD minister Edapadi Palanisamy and top bureaucrats including high ranking police officers met at Poes Garden and discussed certain issues with Sasikala.Also read: Sasikala to succeed Jayalalithaa as AIADMK General SecretaryOn 11th December, the new Tamil Nadu CM called for a cabin meeting to discuss about acquiring special permission to build a memorial for Jayalalithaa next to the party's founder MGR at Marina beach.Later that day, news channels reported about ministers paying respect to Jayalalithaa at her memorial and then turning towards Sasikala to touch her feet dutifully. The very next day AIADMK's senior leader Madhusudhanan along with another senior leader Sengottaiyan went to Poes Garden and seemed to have pleaded to Sasikala to accept the party's 'General Secretary' post. Following which, dutifully they gave an interview to the party's channel 'Jaya TV'.Before there could be any more development on this matter, cyclone Vardah hit the city of Chennai.Now as the city tries to get back to normal, the work has begun once again to transform Sasikala Narragan into 'VK Sasikala'."
76,"The Municipal Corporation of Gurugram (MCG) has sealed 52 properties of tax defaulters since Wednesday, while around 600 properties have been sealed in the city so far. The MCG will start auctioning the sealed properties from next month to recover dues. Notably, the civic body collected around ?500 crore in property tax in the last fiscal year.","With the date of auction approaching, the Municipal Corporation of Gurugram (MCG) has since Wednesday sealed 52 properties of building owners who failed to pay property tax.The MCG has been regularly carrying out sealing drives as it is going to start auctioning properties of tax defaulters from August 8 to recover dues.On July 20, the MCG had also sealed 70 shops in Sector 74 after their owners failed to pay the property tax dues.Since Wednesday, municipal corporation officials have sealed properties at Mehrauli-Gurgaon Road (MG Road), sectors 37, 4, 7 and Palam Vihar. These properties include shops located in malls in Sector 4, in MG Road and at the Vyapar Kendra in Palam Vihar.?Around 600 buildings have been sealed in the city so far and owners let out after warnings. While most tax defaulters cleared their dues and reclaimed their properties, the remaining who did not do so face the prospect of their properties being auctioned from August under Section 130 (manner of recovering tax or fee) of the Haryana Municipal Act, 1994,? said SS Rohilla, spokesperson, MCG.With rebate schemes no longer on offer, the MCG has warned defaulters to pay their tax dues by August 31 or their establishments could go under the hammer.The corporation will start the auctioning process with 20 buildings of tax defaulters that were sealed in February.In the 2016-17 fiscal, the MCG has collected around Rs500 crore in property tax as against the Rs387 crore collected last fiscal."
77,"The Bharatiya Janata Party in Delhi plans to launch a separate cell for young women between the age group of 18 to 25 years for the first time, according to reports. The independent 'Yuvti Prakoshth' (Young Women's Cell) will focus on those females who stay at home and are not politically active due to different reasons, the reports added.","With the aim to engage and mobilise young women in the age group of 18-25 years, the Bharatiya Janata Party (BJP) in Delhi has planned to set up ?Yuvti Prakoshth? (Young Women?s Cell) for the first time. The proposed unit will not be the part of either Mahila Morcha (Women?s Wing) or Yuva Morcha (Youth Wing), and will work as an independent division. The decision has been taken following the directions of Rashtriya Swayamsevak Sangh (RSS). A party leader privy to the development said Ram Lal, national general secretary (organisation) of the BJP, had asked the state leadership to expand its base among young females, especially those who stay at home. ?While interacting with the state leadership during party president Amit Shah?s pravas (stay) in Delhi last week, Ram Lalji directed to bring young women to party fold. His view was that there are women who are impressed with party?s policies and ideology, but they don?t come out for different reasons. A special drive should be initiated to persuade them to join the party,? the leader said. Following Ram Lal?s instruction, state unit chief Manoj Tiwari has directed its Youth Wing (all 14 district presidents) to carry out an identification drive. ?The members of the Youth Wing have been asked to prepare a list of women in the age group of 18-25 years and are willing to work for the outfit. In the first phase, the district or block level leaders will prepare a list. Thereafter, a detailed strategy will be chalked out for further course of action. They are specifically been told that no pressure should be put on anyone, and to invite only those who are keen to join,? said a party insider. The BJP leaders, justifying the move, said the proposed cell will facilitate to tap a large section of the society, which generally remains ?unattended?. ?Female students mostly go to the Youth Wing and to work with the Mahila Morcha, one should be aged 25. Therefore, a significant number of women in the age group of 18-25 years are not actively involved in political activities. The party now plans to focus on this age group to strengthen the organisation further in the city,? he said."
78,"Vishwajit Rane, Congress MLA from Valpoi and leader of opposition in the outgoing Goa Assembly, has announced he is quitting the party. Rane slammed the way Congress failed to form a majority in Goa despite emerging as the single-largest party with 17 seats. He said, ""Certain senior leaders should be hanged, those who scuttled the demands of the Goa Forward.""","With the Bharatiya Janata Party on track to forming the next government in Goa, discontentment may be brewing among Congress leaders from the coastal state. Vishwajit P Rane, the Congress MLA from Valpoi and the leader of opposition in the outgoing Assembly, has announced he is quitting the party. Rane is also the son veteran Congressman and former Goa Chief Minister Pratapsingh Rane.An angry Rane spoke to India Today announcing his exit, slamming the way Congress failed to stitch together a majority in Goa despite emerging as the single-largest party after winning 17 seats.""I am very disillusioned with the way the Goa scenario was handled is very shameful,"" he said. He indicated that more MLAs could follow in his footsteps, saying, ""Congress MLAs are disgusted."" Reacting to the news, Congress spokesperson KC Venugopal, while admitting that the Congress's strategy in Goa will have to be rethought, said, ""Nobody will leave the Congress."" Venugopal added that he will speak to Vishwajit about the matter.RANE SLAMS CONGRESS INACTIONBlaming Congress leaders for not moving swiftly enough Rane said that had the party accepted the demands of the Goa Forward Party, which has three MLAs, it would be sitting on the treasury benches. ""Certain senior leaders should be hanged, those who scuttled the demands of the Goa Forward,"" Rane said.GFP went on to support the BJP, which had managed to win only 13 seats in the 40-member Goa Assembly. ""(BJP leader Nitin) Gadkari could take the decision, why not our seniors?"" Rane questioned. Gadkari played a vital role in ensuring that BJP formed the government. Rane, ""I told Digvijay Singh (Congress general secretary) that I am done with the working of the Congress party."" He went on to echo Singh's claims about money having played a role in BJP's post-poll alliance. ""They (BJP) were auctioning posts for the leader of the legislative party, it was very shameful,"" Rane claimed. ""When we were 17 we should have swiftly moved and compromises should have been made."" Rane signed off, saying the post-result fiasco would cost the Congress dearly in the future. ""People in my constituency say...they have blacklisted the congress party, my voters say they will not accept the Congress again."" "
79,"Customs officials at Delhi Airport apprehended alleged smugglers attempting to conceal 5 kg of gold worth approximately ?1.4 crore in microwave ovens, trolleys, toys, wafers and confectionery boxes this week. However, officials added that gold smuggling has decreased since demonetisation. Customs officials seized 240 kg of gold in the 2016-17 fiscal, which was 190 kg less than in 2015-16.","With security becoming stricter by the day at Delhi's Indira Gandhi International Airport (IGIA), international criminals are adopting innovative ways to smuggle gold into the country. Custom officials recently busted separate gangs of smugglers who were illegally transporting gold concealed in microwave ovens, toys, wafers and confectionery boxes. This week, officials seized five kilograms of gold in different forms in separate cases worth approximately Rs 1.4 crore. Officials claim two of the smugglers were arrested for illegal transport at the airport. They added that they also seized around a kilogram of gold (996 gm), which was being smuggled as gold foils concealed inside a carton and packing boxes of wafers, confectionery items and toys. GOLD HIDDEN IN METAL BAR OF TROLLEY""The gold foil was so thin and was concealed in such a way that it was difficult to detect it in the X-ray scanning machines,"" said a senior custom officer, adding that a 50-year-old passenger from Dubai was arrested. In another case, smugglers had concealed 1.4 kg gold inside the coil of a microwave oven. ""It is hard to check electronic items as they contain main metal objects,"" the officer said. Over 465 grams of gold was also seized from a passenger coming from Muscat. The gold was hidden in the metal bar of a luggage trolley. According to officials, gold smuggling at the airport has taken a major hit due to demonetisation. Customs officials seized about 240 kg of the yellow metal in 2016-17 fiscal, 190 kg less than the seizure effected in 2015-16. Nearly 355 cases of gold smuggling were reported at the IGIA during the financial year 2015-2016. In these cases, the customs authorities seized 450 kg of gold, valued at a whopping Rs 132 crore (as per prevailing market rates), a senior customs official had said. As a result, about 240 cases of gold smuggling were reported in 2016-17 fiscal. About 260 kg of gold (as against 450 kg seizure in the previous financial year), valued at `76.31 crore (as per the current market rate), was seized by customs officials at the Delhi airport, he said."
